IPS10   ,IPS11   ,IPS299  ,IPS12   ,IPS13   ,IPS18   ,IPS25   ,IPS32   ,IPS34   ,IPS38   ,IPS43   ,IPS307  ,IPS306  ,PMP     ,UTL11   ,CES275  ,CES277  ,CES278  ,CES275R  ,CES277R  ,CES278 R ,CES002  ,CES003  ,CES006  ,CES011  ,CES015  ,CES017  ,CES033  ,CES046  ,CES048  ,CES049  ,CES053  ,CES088  ,CES140  ,LHEL    ,LHELX   ,LHEM    ,LHNAG   ,LHUR    ,LHU680  ,LHU5    ,LHU14   ,LHU15   ,LHU26   ,LHU27   ,CES151  ,CES155  ,HSBR    ,HSFR    ,HSNE    ,HSMW    ,HSSOU   ,HSWST   ,FYFF    ,FYGM3   ,FYGM6   ,FYGT1   ,FYGT5   ,FYGT10  ,FYAAAC  ,FYBAAC  ,Sfygm6,Sfygt1,Sfygt10,sFYAAAC  ,sFYBAAC  ,FM1     ,MZMSL,FM2     ,FMFBA   ,FMRRA   ,FMRNBA  ,BUSLOANS,CCINRV  ,PI071   ,PI072   ,PI073   ,PI074   ,PWFSA   ,PWFCSA  ,PWIMSA  ,PWCMSA  ,PWCMSAR ,PSCCOM  ,PSCCOMR ,PW561   ,PW561R   ,PMCP    ,EXRUS   ,EXRSW   ,EXRJAN  ,EXRUK   ,EXRCAN  ,FSPCOM  ,FSPIN   ,FSDXP   ,FSPXE   ,FSDJ    ,HHSNTN  ,PMI     ,PMNO    ,PMDEL   ,PMNV    ,MOCMQ   ,MSONDQ  ,CPIAUCSL,Date
80.4463,83.3005,83.3306,87.4218,76.2776,92.3884,72.3618,76.8192,61.5678,97.3812,78.5949,84.4608,86.9717,47,82.6062,13.07,14.82,12.44,14.18940192,16.08928358,13.50544452,98462,23205,553.3,5353,17215,10383,6832,94721,23939,5456.6,13937.2,6847,19464,85,0.86,125388,121950,5.5,16,2725,2380,2272,1052,1220,40.8,4.7,1400,1369,126,284,607,352,5.76,5.28,5.32,5.59,5.86,6.04,7.12,7.75,0.04,0.31,0.76,1.08,1.71,1136.7,2957.4,3623.1,432646,56725,56480,711.7,680949.2,92.111,110.265,90.995,89.095,128.4,126,125.4,101.9,109.5981759,292.5155,314.6139864,48.3,51.94889004,46.5,81.81,1.1453,100.84,157.79,1.3458,582.9182,682.8105,2.41,16.93,4760.44,80.8,46.7,47.5,48.4,42.2,133.492,37.972,153.5,01.10.1995
80.689,83.514,83.5165,87.7247,76.358,92.792,72.6281,77.0949,62.2027,96.7202,78.6945,89.3575,87.6768,45,82.2994,13.09,14.88,12.45,14.20818409,16.15109085,13.51351351,98607,23198,550.6,5358,17207,10388,6819,94872,23979,5462.2,13954.2,6860,19463,82,0.819,125188,121850,5.6,16.4,2812,2353,2339,1085,1254,40.8,4.7,1430,1452,99,323,699,331,5.8,5.36,5.27,5.43,5.69,5.93,7.02,7.68,-0.09,0.07,0.57,1.09,1.75,1133.6,2964.7,3630.7,432944,56314,56109,717.1,696169.1,92.13,110.092,90.855,89.227,128.7,126.2,125.2,104.1,111.8777405,296.4581,318.6077078,49,52.66099218,44.5,82.13,1.1437,101.94,156.25,1.3534,595.5324,700.1395,2.37,17.14,4935.79,79.7,45.9,48.6,45.3,43.3,132.862,39.631,153.7,01.11.1995
80.9578,83.8597,83.9751,87.9968,76.8486,92.9614,73.5462,77.2719,62.5183,96.2467,78.9406,89.6569,88.3984,46.9,82.1431,13.08,14.76,12.49,14.16903178,15.98890742,13.52990879,98744,23208,550.5,5344,17230,10430,6800,95002,23979,5468.6,13967.7,6868,19466,88,0.889,125088,121736,5.6,16.3,2662,2414,2331,1117,1214,40.5,4.6,1442,1431,102,306,667,356,5.6,5.14,5.13,5.31,5.51,5.71,6.82,7.49,-0.01,0.17,0.57,1.11,1.78,1126.8,2975.5,3640.4,434585,56483,56226,718.6,697502.7,92.314,110.401,91.025,89.396,129.3,127,125.4,106.5,114.2838747,290.8235,312.0792154,52.2,56.01519493,40.3,82.94,1.1631,101.85,154.05,1.3693,614.5715,721.3945,2.3,17.5,5136.09,83.7,46.2,45.9,47.5,43.1,134.36,41.693,153.9,01.12.1995
80.3312,82.9743,83.0389,86.8668,74.4991,92.3933,73.1268,76.9513,62.3224,95.5431,78.2215,91.7935,88.4908,45.6,80.9843,13.21,14.93,12.6,14.2708986,16.12903226,13.61190934,98742,23194,550.2,5355,17206,10423,6783,94998,23986,5470.6,13967.7,6881,19450,85,0.831,125125,121642,5.6,16.1,2725,2387,2371,1162,1209,39.4,4.5,1387,1467,95,337,639,396,5.56,5,4.92,5.09,5.36,5.65,6.81,7.47,-0.08,0.09,0.65,1.16,1.82,1122.9,2998.5,3658.2,434800,55881,55843,726.6,704228.8,92.566,110.503,91.442,89.589,129.7,127.6,125.5,109.8,117.6155535,286.7518,307.1627658,56,59.98607466,40.3,83.96,1.1818,105.75,152.88,1.3669,614.42,720.0664,2.31,17.52,5179.37,78.7,45.5,44.1,47.8,46.6,132.276,38.195,154.7,01.01.1996
81.5612,84.4634,84.7077,88.368,76.7579,93.5426,75.06,77.8713,63.5188,95.5643,79.4206,94.3059,90.2237,45.7,81.8064,13.18,14.9,12.56,14.21392058,16.068848,13.54528395,99142,23280,553.2,5415,17229,10439,6790,95347,24030,5473.4,14002,6900,19485,82,0.831,125639,122092,5.5,16.4,2713,2266,2307,1106,1201,40.8,4.7,1420,1491,132,287,647,425,5.22,4.83,4.77,4.94,5.38,5.81,6.99,7.63,-0.06,0.11,0.98,1.18,1.82,1117.9,3018.5,3671.7,432594,54617,54583,729.6,708907.9,92.726,110.319,91.626,89.795,129.7,127.5,125,111.6,119.3736094,284.927,304.7738747,52.8,56.47783673,38.8,84.19,1.1967,105.79,153.6,1.3752,649.542,763.182,2.22,18.61,5518.73,77.8,45.9,46.1,49.5,43.3,128.103,38.311,155,01.02.1996
81.4052,84.1717,84.2051,87.7185,74.2206,93.7572,74.7425,77.8754,63.1976,95.9496,79.2057,93.2646,90.0805,47.3,81.1663,13.15,14.94,12.5,14.14221802,16.06728039,13.44317302,99350,23275,554.8,5446,17192,10414,6778,95607,24071,5480.2,14030.8,6910,19532,84,0.851,125862,122373,5.5,17.3,2594,2259,2454,1124,1330,40.6,4.5,1437,1424,135,330,645,314,5.31,4.96,4.96,5.34,5.97,6.27,7.35,8.03,0,0.38,1.31,1.08,1.76,1121.8,3050.8,3697.5,435887,55292,55271,732.4,712023.4,92.984,110.361,92.085,89.991,130.5,128.6,125.3,109.8,117.2050127,286.5933,305.921415,57.7,61.59134092,39.9,84.17,1.1959,105.94,152.71,1.3656,647.0748,764.5129,2.22,19.02,5612.24,86.2,46.9,49.1,49.6,40,132.531,40.49,155.5,01.03.1996
82.1446,84.9178,85.189,88.6823,78.08,93.395,75.7994,78.604,64.3442,96.3053,80.1143,92.1041,89.8166,51.6,81.6751,13.3,14.97,12.69,14.26334642,16.05430796,13.60916286,99532,23316,556,5474,17204,10448,6756,95731,24084,5487.5,14030.7,6924,19515,82,0.82,125994,122588,5.6,17.6,2530,2358,2455,1108,1347,40.8,4.7,1463,1516,141,323,651,401,5.22,4.95,5.06,5.54,6.3,6.51,7.5,8.19,0.11,0.59,1.56,0.99,1.68,1124.1,3063.5,3708.3,436960,55175,55085,739.2,716651.4,93.246,109.88,92.576,90.267,130.9,129,125.7,114.2,121.7678733,294.8438,314.3826838,66,70.37372714,41.5,84.79,1.218,107.2,151.6,1.3592,647.1729,767.0795,2.24,19,5579.86,83,49.3,52.3,49.4,43.9,135.828,36.586,156.1,01.04.1996
82.703,85.3681,85.4849,88.796,78.5564,93.3416,76.4822,79.2884,65.1061,96.8592,80.6767,92.4044,89.6513,53,81.8242,13.32,15.02,12.7,14.25971523,16.07964886,13.59597474,99847,23357,556.9,5498,17221,10469,6752,96019,24180,5500.4,14104.1,6946,19529,79,0.789,126244,122771,5.6,17,2765,2349,2403,1044,1359,40.8,4.8,1457,1504,129,330,695,350,5.24,5.02,5.12,5.64,6.48,6.74,7.62,8.3,0.1,0.62,1.72,0.88,1.56,1115.8,3077.4,3719.2,437477,54036,53908,743,721709.3,93.41,109.517,92.698,90.544,130.9,129.1,126.2,114.6,121.9888656,306.2462,325.9915055,61,64.93299128,50.2,85.26,1.2539,106.34,151.52,1.3693,661.2305,786.77,2.21,19.48,5616.71,79.2,49.1,51.7,49.9,39.2,137.051,40.022,156.4,01.05.1996
83.4224,86.127,86.3059,89.6232,80.3855,93.7109,77.5442,79.9579,65.9959,97.1582,81.5286,91.4327,89.7918,55.5,82.2609,13.38,15.07,12.76,14.32532842,16.13473089,13.66152397,100119,23399,558,5534,17226,10484,6742,96248,24240,5517.8,14134.1,6965,19528,85,0.899,126602,123178,5.3,17.6,2552,2162,2355,985,1370,41,4.8,1429,1467,134,296,668,369,5.27,5.09,5.25,5.81,6.69,6.91,7.71,8.4,0.16,0.72,1.82,0.8,1.49,1114.3,3096,3732.8,440085,54139,53753,746.2,727638.8,93.401,109.364,92.431,90.692,131.3,129.5,125.8,112.2,119.3604323,308.731,328.4337401,57.7,61.38232572,47.9,85.36,1.2579,108.96,154.16,1.3658,668.499,797.0515,2.21,19.63,5671.4,84,53.6,59.4,52.8,43.1,139.021,38.713,156.7,01.06.1996
83.2927,85.9203,86.0813,88.916,80.7517,92.5162,78.259,79.9197,66.2296,97.4423,81.7356,86.2467,89.2674,52.4,82.0467,13.41,15.13,12.79,14.32906631,16.16694805,13.66657406,100328,23417,557.6,5557,17222,10481,6741,96458,24284,5521.5,14164.3,6982,19547,82,0.829,126947,123514,5.5,16.7,2672,2332,2297,961,1336,40.8,4.8,1450,1472,124,348,659,341,5.4,5.15,5.3,5.85,6.64,6.87,7.65,8.35,0.15,0.7,1.72,0.78,1.48,1111.6,3115.9,3748.7,442559,53374,53006,751.8,733743.4,93.586,109.218,92.545,90.97,131.2,129.4,125.5,114.6,121.7090241,309.3345,328.5235612,59.9,63.61579881,44.1,84.96,1.232,109.19,155.3,1.3697,644.0705,763.5877,2.28,18.98,5496.26,86.5,49.7,51.9,50.8,40.8,139.668,39.799,157,01.07.1996
83.8359,86.319,86.3088,88.775,80.0298,92.6383,79.17,80.6334,67.1974,97.6422,82.2536,87.2064,90.3507,55.1,82.1451,13.45,15.16,12.82,14.35830647,16.18378632,13.68576126,100574,23479,558,5586,17255,10509,6746,96599,24307,5535.5,14180.8,6996,19504,81,0.873,127172,123777,5.1,17.3,2496,2187,2267,1002,1265,41,4.8,1413,1557,135,350,684,388,5.22,5.05,5.13,5.67,6.39,6.64,7.46,8.18,0.08,0.62,1.59,0.82,1.54,1100.9,3125.2,3756.7,444702,52159,51825,752.7,738455.6,93.674,109.192,92.454,91.169,131.6,129.9,125.6,115.3,122.3601825,314.5141,333.77279,62,65.79645548,46.6,84.37,1.2029,107.87,154.99,1.3722,662.6823,783.07,2.22,19.28,5685.5,87.3,51.6,54.6,51.9,42.2,138.126,36.787,157.2,01.08.1996
84.2943,86.9301,87.0041,89.5915,80.2078,93.7447,79.668,80.9069,67.676,97.8108,82.8006,87.1265,89.8028,53.5,82.2688,13.49,15.24,12.85,14.36389966,16.22726692,13.68243963,100729,23498,556.1,5610,17253,10516,6737,96798,24349,5551,14211.4,7014,19567,84,0.903,127536,124088,5.2,16.8,2525,2214,2220,1006,1214,41.1,4.9,1392,1475,141,312,679,343,5.3,5.09,5.24,5.83,6.6,6.83,7.66,8.35,0.15,0.74,1.74,0.83,1.52,1095.5,3136.5,3766,446038,51309,50942,763.9,740111.6,93.916,109.274,92.733,91.42,131.7,130,126.1,112.7,119.2769299,309.4695,327.5294753,67.2,71.12164765,50.1,85.01,1.2343,109.93,155.93,1.3694,674.8845,798.5705,2.2,19.28,5804.01,90.1,51.1,54.6,50,43.7,140,40.183,157.7,01.09.1996
84.3328,86.7685,86.7166,89.1424,78.8521,93.7127,79.7036,81.1842,67.9192,98.1523,82.7876,87.6173,91.5725,55.4,81.8325,13.48,15.24,12.84,14.31225779,16.18092053,13.63274407,100980,23546,556.7,5643,17268,10529,6739,96988,24411,5569.9,14257.2,7024,19554,81,0.854,127890,124427,5.2,16.3,2477,2334,2268,1084,1184,41,4.9,1358,1392,132,286,602,372,5.24,4.99,5.11,5.55,6.27,6.53,7.39,8.07,0.12,0.56,1.54,0.86,1.54,1085.1,3150.9,3780.8,446858,50037,49750,768.9,741140.7,94.185,109.226,93.107,91.692,132.4,130.9,126,111.9,118.1875792,297.9309,314.6714195,72,76.04562738,45.7,85.39,1.2586,112.41,158.63,1.3508,701.4557,827.4717,2.11,20.07,5996.21,89.9,50.5,52.9,50.9,39.6,138.754,40.617,158.2,01.10.1996
85.1255,87.7817,87.8431,90.2607,80.1372,94.7504,81.0947,81.7097,68.6359,98.5035,83.5509,91.5995,92.1384,58.1,82.1548,13.53,15.27,12.88,14.33763922,16.18150413,13.64883911,101261,23583,559.6,5668,17276,10542,6734,97243,24456,5579.4,14284.4,7039,19565,87,0.891,127771,124415,5.4,15.9,2920,2207,2159,1013,1146,41,4.9,1412,1489,127,339,674,349,5.31,5.03,5.07,5.42,5.97,6.2,7.1,7.79,0.04,0.39,1.17,0.9,1.59,1082.2,3171.8,3797.3,448790,49776,49562,773.3,745002,94.367,108.82,93.412,91.918,132.5,131.1,125.8,115.7,122.0309665,284.843,300.4292706,68.5,72.24823862,46.3,84.47,1.2752,112.3,166.23,1.3381,735.669,863.1205,2.01,20.64,6318.36,93.9,53,56.9,51.2,42.3,139.37,39.398,158.7,01.11.1996
85.7284,88.4112,88.5988,90.61,81.5499,94.6039,82.8974,82.2784,69.3627,99.657,84.34,90.4489,91.2003,58.9,82.4905,13.59,15.27,12.95,14.38034369,16.15804622,13.70312368,101432,23599,559.9,5675,17285,10555,6730,97404,24479,5583.7,14322.8,7052,19571,86,0.879,127860,124415,5.4,15.6,2621,2417,2124,970,1154,41.1,5,1411,1370,146,295,657,272,5.29,4.91,5.04,5.47,6.07,6.3,7.2,7.89,0.13,0.56,1.39,0.9,1.59,1080.1,3198.8,3818,452063,50183,50028,778.6,745816.9,94.504,108.406,93.691,92.084,132.9,131.6,126.4,122.5,129.1335927,286.3219,301.8267396,70.9,74.73936097,52,85.91,1.329,113.98,166.39,1.3622,743.2505,872.9686,2.01,20.59,6435.87,91.8,55.2,61.7,52,44.4,136.949,37.971,159.1,01.12.1996
85.8631,88.4183,88.5447,90.35,81.1915,94.3907,83.456,82.5654,69.7276,99.5543,84.4319,89.5085,90.52,59.8,82.1402,13.65,15.44,12.99,14.42688791,16.31876552,13.7293241,101639,23619,563.9,5675,17298,10569,6729,97613,24494,5589.7,14291.1,7065,19593,85,0.88,128317,124849,5.3,16,2758,2219,2163,1012,1146,40.7,5,1382,1355,157,249,596,353,5.25,5.03,5.1,5.61,6.33,6.58,7.42,8.09,0.07,0.58,1.55,0.84,1.51,1080,3215.2,3832.9,453513,49680,49635,783.4,750192.4,94.615,108.23,93.837,92.23,133,131.7,126.6,127.5,134.2995881,292.1595,307.7403963,73.4,77.31442957,53.3,87.48,1.3913,117.91,165.85,1.3494,766.2168,900.9723,1.95,21.35,6707.03,91.3,53.8,57,49.7,43.1,140.39,39.373,159.4,01.01.1997
86.8852,89.2759,89.3202,90.8239,82.4558,94.4914,84.9214,83.7821,71.3809,100.5795,85.6039,89.1983,90.7769,58.9,82.8194,13.68,15.51,13,14.42657527,16.35644608,13.7094648,101928,23686,566.4,5722,17316,10588,6728,97840,24510,5604.3,14287.7,7079,19598,89,0.919,128298,124945,5.2,15.8,2549,2357,2142,1031,1113,41,5,1445,1486,127,359,644,356,5.19,5.01,5.06,5.53,6.2,6.42,7.31,7.94,0.05,0.52,1.41,0.89,1.52,1077.5,3232.5,3844.2,454525,48712,48670,791.1,752138.3,94.825,108.489,93.913,92.497,132.7,131.2,126.5,116.6,122.5369135,296.1316,311.2097105,64.5,67.78414166,56.4,90.25,1.4541,122.96,162.56,1.3556,798.3879,932.3989,1.89,21.28,6917.48,94.9,53.1,57.6,52.1,41.2,143.123,42.192,159.7,01.02.1997
87.5581,90.0717,90.222,91.483,83.5838,94.9277,86.344,84.3048,72.3334,101.0582,86.5868,83.9261,92.4439,55,83.2949,13.7,15.46,13.04,14.43579234,16.29031748,13.74034541,102235,23738,566.6,5751,17339,10611,6728,98105,24575,5619.2,14324.8,7100,19608,87,0.921,128891,125472,5.2,15.5,2602,2323,2113,1012,1098,41.3,5.2,1436,1457,148,298,642,369,5.39,5.14,5.26,5.8,6.54,6.69,7.55,8.18,0.12,0.66,1.55,0.86,1.49,1070.7,3254.4,3859.3,456238,47847,47690,796.1,752861.9,94.903,108.388,93.751,92.729,132.6,131.2,126.1,107.5,112.7448924,297.676,312.1995218,56.3,59.04685992,51.1,91.05,1.4634,122.77,160.96,1.3725,792.1555,924.4935,1.91,20.5,6901.12,93.6,53.8,58.6,53.1,43.4,142.93,41.153,159.8,01.03.1997
87.485,89.6521,89.5985,90.4641,81.002,94.6563,86.4408,84.6495,72.7972,101.1143,86.2927,89.8014,91.7822,56.8,82.5297,13.72,15.51,13.04,14.44849302,16.33353693,13.73238695,102531,23767,568.7,5764,17351,10628,6723,98367,24610,5630.7,14338.8,7129,19603,86,0.928,129143,125681,5.1,15.6,2439,2190,2179,1071,1105,41.2,5.1,1421,1492,144,290,707,351,5.51,5.16,5.37,5.99,6.76,6.89,7.73,8.34,0.21,0.83,1.73,0.84,1.45,1062.4,3270.6,3876.1,457891,47348,47087,804.7,761289.6,94.958,107.538,93.874,92.918,131.8,130.2,125.6,107.8,112.8854914,292.1468,305.9288968,56.1,58.74653123,50.3,92.1,1.4618,125.64,162.93,1.3942,763.9282,898.0214,1.98,19.89,6657.5,92.5,53.7,56.6,53.4,41.5,142.963,41.484,159.9,01.04.1997
87.9848,90.2534,90.2199,91.0206,81.9243,95.0373,87.4424,85.0256,73.6748,101.1028,86.9648,90.01,93.8904,56.7,82.6715,13.76,15.58,13.06,14.49870924,16.41641642,13.76112955,102795,23809,571.1,5793,17362,10642,6720,98587,24640,5642.8,14348.3,7145,19601,82,0.902,129464,126027,4.9,15.4,2527,2061,2121,1070,1050,41.2,5.1,1414,1442,122,310,641,369,5.5,5.05,5.3,5.87,6.57,6.71,7.58,8.2,0.25,0.82,1.66,0.87,1.49,1062.9,3283.2,3889,459516,46637,46394,809.5,764114.6,94.905,107.251,93.669,92.983,131.5,129.8,125.4,109.1,114.1750824,292.5381,306.1463032,60.2,63.00036628,48.5,90.65,1.4331,119.19,163.22,1.3804,833.089,981.6214,1.85,21.24,7242.36,96.6,56.1,62.3,55,48,142.61,41.004,159.9,01.05.1997
88.3741,90.5553,90.563,90.9957,83.3629,94.3125,88.6751,85.5199,74.4999,100.8406,87.5155,85.0029,93.7808,56.5,82.6725,13.78,15.62,13.09,14.50221006,16.4386445,13.77604715,102982,23834,571.6,5793,17387,10672,6715,98808,24678,5656.1,14364.4,7156,19660,88,0.96,129412,126003,5,15.5,2562,2175,2072,1009,1076,41,5,1402,1494,114,305,711,364,5.56,4.93,5.13,5.69,6.38,6.49,7.41,8.02,0.2,0.76,1.56,0.92,1.53,1065,3302.9,3906.1,462168,46907,46540,812.7,765999.6,95.02,107.081,93.492,93.294,131.3,129.5,125.4,106.2,110.9926632,294.0686,307.3395205,51.8,54.13766435,48.9,90.31,1.4424,114.29,164.49,1.3843,876.2871,1030.398,1.77,21.76,7599.6,98.9,54.9,59.4,54.6,45,144.23,43.448,160.2,01.06.1997
88.8279,90.7898,90.6894,91.0431,81.162,95.4412,88.9239,86.2391,75.0076,101.9233,87.8458,87.7237,91.0537,64.5,82.4455,13.79,15.63,13.09,14.5029658,16.43809684,13.76677464,103232,23860,573.8,5817,17387,10690,6697,99058,24713,5674.6,14381.6,7185,19686,85,0.947,129822,126400,4.9,16.4,2402,2094,2118,1041,1076,41.1,5,1440,1437,147,300,657,333,5.52,5.05,5.12,5.54,6.12,6.22,7.14,7.75,0.07,0.49,1.17,0.92,1.53,1065.3,3328.7,3926.5,464694,46735,46325,815.6,766775.8,95.084,106.839,93.533,93.427,130.9,129.1,125.1,106.2,110.9242644,291.2041,304.1581976,54.9,57.34220449,52,91.43,1.4824,115.38,166.94,1.3775,925.2936,1090.215,1.66,23.05,7990.65,102.6,57.7,61.3,54.7,46.1,146.471,45.31,160.4,01.07.1997
89.9439,92.1166,92.3928,92.4338,84.7778,95.7645,91.6046,87.0961,76.3189,102.2115,89.201,86.6004,92.6872,61.5,83.1524,13.86,15.71,13.17,14.56356587,16.50747617,13.83853986,103294,23951,572.6,5846,17451,10746,6705,98960,24598,5684.9,14406.5,7207,19617,86,0.965,130010,126651,4.8,16,2525,2120,2008,929,1080,41.1,5.1,1449,1390,119,283,637,351,5.54,5.14,5.19,5.56,6.16,6.3,7.22,7.82,0.05,0.42,1.16,0.92,1.52,1074.1,3363.2,3956.1,467003,46908,46310,822.7,769525.9,95.169,106.466,93.801,93.508,131.4,129.7,125.3,106.8,111.5952478,294.7114,307.9437426,54.9,57.36497288,52.1,93.53,1.5128,117.93,160.35,1.3905,927.7362,1091.764,1.65,23.12,7948.43,100.3,56.3,60.3,55.2,43,144.695,44.821,160.8,01.08.1997
90.7966,92.8922,93.0988,93.2323,85.8961,96.4101,92.1814,88.0417,77.3322,103.0813,90.0278,86.8925,92.6304,56.6,83.3388,13.89,15.78,13.17,14.5594432,16.54053374,13.80474204,103738,23997,574.9,5874,17466,10760,6706,99420,24810,5694.3,14425.1,7227,19679,90,1.002,130019,126627,4.9,15.9,2474,2102,2063,1000,1067,41.2,5.1,1494,1546,154,316,716,360,5.54,4.95,5.09,5.52,6.11,6.21,7.15,7.7,0.14,0.57,1.26,0.94,1.49,1066.9,3390.8,3975.3,469205,46251,45813,832.4,772709.1,95.402,106.437,94.067,93.774,131.6,130,125.5,108.4,113.0461988,293.3757,305.9502555,53.3,55.58452393,53,92.95,1.4702,120.89,160.13,1.3872,937.0243,1097.812,1.65,23.02,7866.59,100.7,53.9,55.4,54.8,47.1,147.223,45.357,161.2,01.09.1997
91.532,94.0147,94.307,94.5475,86.1631,98.2161,93.4181,88.2991,78.1766,102.9935,90.7098,93.3886,92.5439,59.4,83.3685,13.97,15.82,13.28,14.62873179,16.56596542,13.90619601,104018,24053,575.3,5883,17513,10803,6710,99703,24875,5711.8,14463.9,7256,19738,88,1.011,130179,126867,4.7,16.1,2566,1966,1951,916,1034,41.1,5.2,1499,1520,116,324,700,380,5.5,4.97,5.09,5.46,5.93,6.03,7,7.57,0.12,0.49,1.06,0.97,1.54,1065.3,3413.2,3992.9,471810,45958,45689,838,777979.8,95.497,106.405,94.085,93.933,131.9,130.4,125.4,113.4,118.1286915,295.7743,308.1078575,57.3,59.68936529,53.6,92.24,1.4516,121.06,163.3,1.3869,951.1587,1109.195,1.61,23.59,7875.83,102.8,56.4,60.9,54.9,45.3,146.3,46.425,161.5,01.10.1997
92.4235,94.7524,95.1768,94.8586,88.4734,97.5952,95.6937,89.3788,79.8694,103.5682,91.7993,93.0439,89.7342,60.1,83.7523,14.01,15.87,13.32,14.66462904,16.61153911,13.94238821,104302,24111,574.4,5899,17555,10846,6709,99952,24937,5721.6,14511.6,7280,19761,93,1.093,130653,127267,4.6,15.4,2479,2027,1824,879,938,41,5.2,1469,1510,171,275,666,398,5.52,5.14,5.17,5.46,5.8,5.88,6.87,7.42,0.03,0.32,0.74,0.99,1.54,1069.4,3437,4014.4,475946,46411,46258,842.4,778877.9,95.536,105.941,94.022,94.118,131.6,130.1,125.6,115.8,120.5584417,294.2653,306.3572195,56.4,58.717583,52.1,92.67,1.4069,125.38,168.89,1.4128,938.9237,1095.698,1.65,23.08,7677.36,102.3,55.7,57.4,55.2,44,148.459,52.939,161.7,01.11.1997
92.8232,94.9724,95.2842,94.4438,88.4561,96.9984,96.7505,90.0008,80.5984,104.2253,92.2923,91.5476,91.2576,56.7,83.5801,14.06,15.95,13.35,14.71126783,16.68881379,13.96838019,104595,24183,576.5,5938,17587,10877,6710,100178,24961,5731.9,14533.9,7306,19766,87,0.996,130679,127274,4.7,15.9,2534,1937,1903,917,984,41.3,5.3,1456,1566,133,333,707,393,5.5,5.16,5.24,5.53,5.77,5.81,6.76,7.32,0.08,0.37,0.65,0.95,1.51,1072.2,3467,4036.3,479914,46873,46549,848,785321.1,95.573,105.748,93.97,94.245,131.4,129.9,125.4,108.8,113.1353465,279.0668,290.1867565,50.8,52.82422427,52.2,94.81,1.4393,129.73,165.97,1.4271,962.3655,1113.481,1.62,23.71,7909.82,96.1,54.5,57.2,53.9,47,147.708,43,161.8,01.12.1997
93.2524,95.4918,95.9676,94.9293,89.041,97.4382,97.7764,90.3147,81.2789,104.1335,93.0326,84.2963,90.6757,55.6,83.6229,14.06,15.96,13.34,14.70188427,16.68862538,13.94901395,104859,24264,578.9,5983,17621,10916,6705,100365,24992,5756.5,14520,7326,19770,90,1.048,130726,127389,4.6,15.6,2587,1929,1833,838,995,41.2,5.2,1555,1525,148,345,644,388,5.56,5.04,5.03,5.24,5.42,5.54,6.61,7.19,-0.01,0.2,0.5,1.07,1.65,1073.5,3498,4060.1,482075,46687,46477,857.1,786493.7,95.634,105.509,93.871,94.444,130.7,128.9,124.6,102.8,106.7220348,267.136,277.3277965,43.4,45.05580067,47,96.17,1.4748,129.55,163.5,1.4409,963.359,1121.68,1.62,23.81,7808.35,102.2,53.8,57.1,53,46.2,145.919,44.935,162,01.01.1998
93.3294,95.5238,95.8923,94.7757,88.9011,97.2792,97.6774,90.4462,81.6683,103.5908,93.071,85.4258,88.8102,54.6,83.037,14.13,16.03,13.39,14.78141705,16.76901028,14.00730179,105028,24283,579.1,5997,17627,10929,6698,100531,25003,5762.7,14509.6,7348,19786,92,1.082,130807,127522,4.6,15.4,2572,1918,1809,852,957,41.1,5.1,1647,1584,190,376,690,328,5.51,5.09,5.07,5.31,5.49,5.57,6.67,7.25,-0.02,0.22,0.48,1.1,1.68,1077.5,3534.7,4092.4,483229,45740,45682,864.3,789502.7,95.593,105.162,93.641,94.555,130.6,128.8,124.2,100.8,104.5534696,264.8921,274.7558345,43.2,44.80862981,45.5,95.42,1.4631,125.85,164.08,1.4334,1023.742,1193.253,1.55,24.95,8323.61,104.2,52.9,54.6,52.8,46.5,150.596,45.373,162,01.02.1998
93.3708,95.6369,95.9218,95.0048,89.3334,97.4166,97.4697,90.3937,81.4719,103.0963,92.9273,89.7046,89.1395,54.5,82.2991,14.16,16.06,13.43,14.81140562,16.79881174,14.04782327,105170,24264,577.7,5969,17637,10943,6694,100698,25024,5773.1,14510,7382,19792,92,1.05,130814,127650,4.7,14.5,2789,1972,1772,854,918,40.9,5.1,1605,1567,147,311,712,397,5.49,5.03,5.04,5.39,5.61,5.65,6.72,7.32,0.01,0.36,0.62,1.07,1.67,1076.7,3570.3,4118.4,484940,45854,45813,867.6,793260.8,95.602,105.064,93.222,94.797,130.5,128.7,123.7,99.5,103.1045345,269.4914,279.2541242,35.8,37.0969079,44.2,95.71,1.4901,129.08,166.19,1.4166,1076.825,1251.572,1.48,26.89,8709.47,101.9,52.9,54.9,53,46,148.601,43.748,162,01.03.1998
